                             component htbin njetbin mhtbin        jet_pt      n   nvar
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    400        1000.0      8      8
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    400  1122.0184543      9      9
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    400 1258.92541179      2      2
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    400 1412.53754462      1      1
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    400 1584.89319246      1      1
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    400 1778.27941004      2      2
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    400 1995.26231497      0      0
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600 251.188643151      0      0
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600 281.838293126      0      0
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600 316.227766017      0      0
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600 354.813389234      3      3
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600 398.107170553      1      1
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600 446.683592151      2      2
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600 501.187233627      1      1
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600  562.34132519      1      1
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600  630.95734448      1      1
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600 707.945784384      3      3
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600 794.328234724     10     10
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600 891.250938134      6      6
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600        1000.0      4      4
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600  1122.0184543      1      1
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600 1258.92541179      5      5
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600 1412.53754462      4      4
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600 1584.89319246      1      1
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600 1778.27941004      1      1
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600 1995.26231497      0      0
    TTJets_SingleLeptFromT_madgraphMLM  1200       6    600 2818.38293126      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    200 199.526231497      4      4
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    200 223.872113857     12     12
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    200 251.188643151     17     17
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    200 281.838293126     54     54
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    200 316.227766017    151    151
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    200 354.813389234    161    161
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    200 398.107170553    128    128
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    200 446.683592151     78     78
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    200 501.187233627     30     30
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    200  562.34132519      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    200  630.95734448      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    400 199.526231497      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    400 223.872113857      6      6
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    400 251.188643151     18     18
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    400 281.838293126     18     18
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    400 316.227766017     18     18
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    400 354.813389234     18     18
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    400 398.107170553     16     16
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    400 446.683592151     22     22
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    400 501.187233627     23     23
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    400  562.34132519     15     15
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    400  630.95734448      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    400 707.945784384      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    600 199.526231497      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    600 223.872113857      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    600 251.188643151      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    600 281.838293126      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    600 316.227766017      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    600 354.813389234      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    600 398.107170553      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    600 446.683592151      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    600 501.187233627      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    600  562.34132519      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    600  630.95734448      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    600 707.945784384      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   400       2    600 794.328234724      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    200           100     99     99
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    200  112.20184543    319    319
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    200 125.892541179    817    817
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    200 141.253754462   1518   1518
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    200 158.489319246   2260   2260
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    200 177.827941004   3034   3034
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    200 199.526231497   3331   3331
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    200 223.872113857   3235   3235
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    200 251.188643151   2911   2911
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    200 281.838293126   2241   2241
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    200 316.227766017   1648   1648
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    200 354.813389234   1208   1208
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    200 398.107170553    731    731
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    200 446.683592151    332    332
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    200 501.187233627     57     57
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    200  562.34132519      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    200  630.95734448      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    400           100      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    400  112.20184543      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    400 125.892541179      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    400 141.253754462      9      9
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    400 158.489319246     23     23
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    400 177.827941004     41     41
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    400 199.526231497     71     71
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    400 223.872113857     76     76
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    400 251.188643151    103    103
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    400 281.838293126     99     99
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    400 316.227766017    129    129
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    400 354.813389234    101    101
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    400 398.107170553     97     97
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    400 446.683592151     90     90
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    400 501.187233627     65     65
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    400  562.34132519     19     19
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    400  630.95734448      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    600  112.20184543      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    600 141.253754462      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    600 158.489319246      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    600 177.827941004      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    600 199.526231497      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    600 223.872113857      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    600 251.188643151      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    600 281.838293126      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    600 316.227766017      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    600 354.813389234      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    600 398.107170553      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    600 446.683592151      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    600 501.187233627      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    600  562.34132519      4      4
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    600  630.95734448      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       3    600 707.945784384      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    200           100    141    141
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    200  112.20184543    260    260
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    200 125.892541179    426    426
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    200 141.253754462    560    560
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    200 158.489319246    637    637
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    200 177.827941004    694    694
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    200 199.526231497    710    710
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    200 223.872113857    543    543
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    200 251.188643151    448    448
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    200 281.838293126    288    288
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    200 316.227766017    164    164
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    200 354.813389234     89     89
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    200 398.107170553     32     32
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    200 446.683592151      4      4
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    200 501.187233627      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    200  562.34132519      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    400           100      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    400  112.20184543      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    400 125.892541179      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    400 141.253754462      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    400 158.489319246      6      6
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    400 177.827941004      8      8
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    400 199.526231497     11     11
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    400 223.872113857     20     20
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    400 251.188643151      9      9
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    400 281.838293126      9      9
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    400 316.227766017     13     13
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    400 354.813389234      8      8
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    400 398.107170553      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    400 446.683592151      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    400 501.187233627      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    400  562.34132519      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    600 125.892541179      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    600 141.253754462      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    600 158.489319246      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    600 177.827941004      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    600 199.526231497      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    600 223.872113857      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    600 251.188643151      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    600 281.838293126      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    600 316.227766017      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    600 354.813389234      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    600 398.107170553      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    600 446.683592151      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    600 501.187233627      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   400       6    600  562.34132519      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    200 199.526231497      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    200 223.872113857      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    200 251.188643151      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    200 281.838293126      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    200 316.227766017      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    200 354.813389234      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    200 398.107170553      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    200 446.683592151      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    200 501.187233627     19     19
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    200  562.34132519     26     26
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    200  630.95734448     12     12
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    200 707.945784384      8      8
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    200 794.328234724      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    400 199.526231497      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    400 223.872113857      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    400 251.188643151      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    400 281.838293126      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    400 316.227766017      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    400 354.813389234      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    400 398.107170553      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    400 446.683592151      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    400 501.187233627      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    400  562.34132519      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    400  630.95734448      9      9
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    400 707.945784384     13     13
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    400 794.328234724      6      6
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    400 891.250938134      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    600 398.107170553      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    600 446.683592151      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    600 501.187233627      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    600  562.34132519      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    600  630.95734448      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    600 707.945784384      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    600 794.328234724      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    600 891.250938134      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM   800       2    600        1000.0      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200           100      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200  112.20184543      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200 125.892541179      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200 141.253754462      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200 158.489319246      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200 177.827941004      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200 199.526231497     15     15
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200 223.872113857     58     58
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200 251.188643151    148    148
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200 281.838293126    234    234
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200 316.227766017    315    315
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200 354.813389234    363    363
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200 398.107170553    430    430
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200 446.683592151    553    553
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200 501.187233627    523    523
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200  562.34132519    341    341
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200  630.95734448    156    156
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200 707.945784384     19     19
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    200 794.328234724      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400  112.20184543      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400 141.253754462      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400 158.489319246      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400 177.827941004      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400 199.526231497      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400 223.872113857      4      4
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400 251.188643151      5      5
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400 281.838293126     12     12
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400 316.227766017     29     29
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400 354.813389234     34     34
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400 398.107170553     44     44
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400 446.683592151     69     69
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400 501.187233627     68     68
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400  562.34132519     96     96
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400  630.95734448     63     63
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400 707.945784384     35     35
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400 794.328234724      5      5
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    400 891.250938134      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    600 223.872113857      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    600 251.188643151      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    600 281.838293126      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    600 316.227766017      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    600 354.813389234      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    600 398.107170553      5      5
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    600 446.683592151      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    600 501.187233627      6      6
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    600  562.34132519     11     11
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    600  630.95734448     18     18
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    600 707.945784384     13     13
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    600 794.328234724      6      6
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    600 891.250938134      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM   800       3    600        1000.0      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200           100      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200  112.20184543      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200 125.892541179      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200 141.253754462     14     14
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200 158.489319246     47     47
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200 177.827941004    101    101
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200 199.526231497    207    207
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200 223.872113857    271    271
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200 251.188643151    348    348
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200 281.838293126    379    379
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200 316.227766017    385    385
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200 354.813389234    336    336
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200 398.107170553    271    271
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200 446.683592151    206    206
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200 501.187233627    138    138
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200  562.34132519     67     67
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200  630.95734448     21     21
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    200 707.945784384      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400  112.20184543      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400 125.892541179      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400 141.253754462      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400 158.489319246      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400 177.827941004      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400 199.526231497      9      9
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400 223.872113857     17     17
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400 251.188643151     23     23
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400 281.838293126     26     26
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400 316.227766017     29     29
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400 354.813389234     28     28
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400 398.107170553     23     23
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400 446.683592151     28     28
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400 501.187233627     20     20
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400  562.34132519     24     24
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400  630.95734448     12     12
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400 707.945784384      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    400 794.328234724      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    600 141.253754462      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    600 158.489319246      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    600 177.827941004      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    600 199.526231497      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    600 223.872113857      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    600 251.188643151      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    600 281.838293126      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    600 316.227766017      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    600 354.813389234      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    600 398.107170553      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    600 446.683592151      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    600 501.187233627      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    600  562.34132519      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    600  630.95734448      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    600 707.945784384      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    600 794.328234724      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM   800       6    600 891.250938134      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    200 501.187233627      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    200  562.34132519      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    200  630.95734448      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    200 707.945784384      7      7
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    200 794.328234724     11     11
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    200 891.250938134      9      9
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    200        1000.0      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    200  1122.0184543      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    200 1258.92541179      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    200 1412.53754462      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    400 398.107170553      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    400  562.34132519      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    400  630.95734448      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    400 707.945784384      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    400 794.328234724      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    400 891.250938134      4      4
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    400        1000.0      5      5
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    400  1122.0184543      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    400 1258.92541179      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    400 1412.53754462      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    600 794.328234724      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    600 891.250938134      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    600        1000.0      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    600  1122.0184543      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    600 1258.92541179      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    600 1412.53754462      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    600 1584.89319246      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    600 1995.26231497      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       2    600 2238.72113857      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200 199.526231497      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200 223.872113857      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200 251.188643151      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200 281.838293126      0      0
