                             component htbin njetbin mhtbin        jet_pt      n   nvar
           QCD_HT700to1000_madgraphMLM   800       6    200 316.227766017     21     21
           QCD_HT700to1000_madgraphMLM   800       6    200 354.813389234      9      9
           QCD_HT700to1000_madgraphMLM   800       6    200 398.107170553      8      8
           QCD_HT700to1000_madgraphMLM   800       6    200 446.683592151      5      5
           QCD_HT700to1000_madgraphMLM   800       6    200 501.187233627      3      3
           QCD_HT700to1000_madgraphMLM   800       6    200  562.34132519      3      3
           QCD_HT700to1000_madgraphMLM   800       6    200  630.95734448      0      0
           QCD_HT700to1000_madgraphMLM   800       6    200 707.945784384      0      0
           QCD_HT700to1000_madgraphMLM   800       6    400 158.489319246      0      0
           QCD_HT700to1000_madgraphMLM   800       6    400 177.827941004      0      0
           QCD_HT700to1000_madgraphMLM   800       6    400 199.526231497      0      0
           QCD_HT700to1000_madgraphMLM   800       6    400 223.872113857      0      0
           QCD_HT700to1000_madgraphMLM   800       6    400 251.188643151      0      0
           QCD_HT700to1000_madgraphMLM   800       6    400 281.838293126      0      0
           QCD_HT700to1000_madgraphMLM   800       6    400 316.227766017      0      0
           QCD_HT700to1000_madgraphMLM   800       6    400 354.813389234      0      0
           QCD_HT700to1000_madgraphMLM   800       6    400 398.107170553      0      0
           QCD_HT700to1000_madgraphMLM   800       6    400 446.683592151      0      0
           QCD_HT700to1000_madgraphMLM   800       6    400 501.187233627      0      0
           QCD_HT700to1000_madgraphMLM   800       6    400  562.34132519      0      0
           QCD_HT700to1000_madgraphMLM   800       6    400  630.95734448      0      0
           QCD_HT700to1000_madgraphMLM   800       6    400 707.945784384      0      0
           QCD_HT700to1000_madgraphMLM   800       6    400 794.328234724      0      0
           QCD_HT700to1000_madgraphMLM  1200       2    200 501.187233627      0      0
           QCD_HT700to1000_madgraphMLM  1200       2    200  562.34132519      0      0
           QCD_HT700to1000_madgraphMLM  1200       2    200  630.95734448      0      0
           QCD_HT700to1000_madgraphMLM  1200       2    200 707.945784384      2      2
           QCD_HT700to1000_madgraphMLM  1200       2    200 794.328234724      0      0
           QCD_HT700to1000_madgraphMLM  1200       2    400 707.945784384      0      0
           QCD_HT700to1000_madgraphMLM  1200       2    400 794.328234724      2      2
           QCD_HT700to1000_madgraphMLM  1200       2    400 891.250938134      3      3
           QCD_HT700to1000_madgraphMLM  1200       2    400        1000.0      1      1
           QCD_HT700to1000_madgraphMLM  1200       2    400  1122.0184543      0      0
           QCD_HT700to1000_madgraphMLM  1200       2    600 794.328234724      0      0
           QCD_HT700to1000_madgraphMLM  1200       2    600 891.250938134      0      0
           QCD_HT700to1000_madgraphMLM  1200       2    600        1000.0      1      1
           QCD_HT700to1000_madgraphMLM  1200       2    600  1122.0184543      1      1
           QCD_HT700to1000_madgraphMLM  1200       2    600 1258.92541179      0      0
           QCD_HT700to1000_madgraphMLM  1200       2    600 1412.53754462      2      2
           QCD_HT700to1000_madgraphMLM  1200       2    600 1584.89319246      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    200 199.526231497      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    200 223.872113857      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    200 251.188643151      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    200 281.838293126      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    200 316.227766017      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    200 354.813389234      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    200 398.107170553      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    200 446.683592151      1      1
           QCD_HT700to1000_madgraphMLM  1200       3    200 501.187233627      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    200  562.34132519      3      3
           QCD_HT700to1000_madgraphMLM  1200       3    200  630.95734448      3      3
           QCD_HT700to1000_madgraphMLM  1200       3    200 707.945784384      7      7
           QCD_HT700to1000_madgraphMLM  1200       3    200 794.328234724      6      6
           QCD_HT700to1000_madgraphMLM  1200       3    200 891.250938134      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    400 398.107170553      1      1
           QCD_HT700to1000_madgraphMLM  1200       3    400 446.683592151      1      1
           QCD_HT700to1000_madgraphMLM  1200       3    400 501.187233627      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    400  562.34132519      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    400  630.95734448      1      1
           QCD_HT700to1000_madgraphMLM  1200       3    400 707.945784384      4      4
           QCD_HT700to1000_madgraphMLM  1200       3    400 794.328234724      9      9
           QCD_HT700to1000_madgraphMLM  1200       3    400 891.250938134      3      3
           QCD_HT700to1000_madgraphMLM  1200       3    400        1000.0      1      1
           QCD_HT700to1000_madgraphMLM  1200       3    400  1122.0184543      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    600 398.107170553      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    600 446.683592151      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    600  630.95734448      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    600 707.945784384      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    600 794.328234724      0      0
           QCD_HT700to1000_madgraphMLM  1200       3    600 891.250938134      4      4
           QCD_HT700to1000_madgraphMLM  1200       3    600        1000.0      2      2
           QCD_HT700to1000_madgraphMLM  1200       3    600  1122.0184543      3      3
           QCD_HT700to1000_madgraphMLM  1200       3    600 1258.92541179      3      3
           QCD_HT700to1000_madgraphMLM  1200       3    600 1412.53754462      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    200 177.827941004      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    200 199.526231497      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    200 223.872113857      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    200 251.188643151      1      1
           QCD_HT700to1000_madgraphMLM  1200       6    200 281.838293126      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    200 316.227766017      2      2
           QCD_HT700to1000_madgraphMLM  1200       6    200 354.813389234      1      1
           QCD_HT700to1000_madgraphMLM  1200       6    200 398.107170553      1      1
           QCD_HT700to1000_madgraphMLM  1200       6    200 446.683592151      1      1
           QCD_HT700to1000_madgraphMLM  1200       6    200 501.187233627      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    200  562.34132519      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    200  630.95734448      1      1
           QCD_HT700to1000_madgraphMLM  1200       6    200 707.945784384      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    200 794.328234724      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    400 251.188643151      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    400 316.227766017      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    400 354.813389234      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    400 398.107170553      1      1
           QCD_HT700to1000_madgraphMLM  1200       6    400 446.683592151      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    400  630.95734448      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    400 707.945784384      1      1
           QCD_HT700to1000_madgraphMLM  1200       6    400 794.328234724      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    400 891.250938134      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    400        1000.0      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    600 398.107170553      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    600 707.945784384      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    600 891.250938134      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    600        1000.0      1      1
           QCD_HT700to1000_madgraphMLM  1200       6    600  1122.0184543      0      0
           QCD_HT700to1000_madgraphMLM  1200       6    600 1258.92541179      1      1
           QCD_HT700to1000_madgraphMLM  1200       6    600 1412.53754462      0      0
          QCD_HT1000to1500_madgraphMLM   400       2    200 316.227766017      1      1
          QCD_HT1000to1500_madgraphMLM   400       2    200 354.813389234      4      4
          QCD_HT1000to1500_madgraphMLM   400       2    200 398.107170553     41     41
          QCD_HT1000to1500_madgraphMLM   400       2    200 446.683592151    372    372
          QCD_HT1000to1500_madgraphMLM   400       2    200 501.187233627    435    435
          QCD_HT1000to1500_madgraphMLM   400       2    200  562.34132519     28     28
          QCD_HT1000to1500_madgraphMLM   400       2    200  630.95734448      0      0
          QCD_HT1000to1500_madgraphMLM   400       2    400 316.227766017      0      0
          QCD_HT1000to1500_madgraphMLM   400       2    400 354.813389234      0      0
          QCD_HT1000to1500_madgraphMLM   400       2    400 398.107170553      0      0
          QCD_HT1000to1500_madgraphMLM   400       2    400 446.683592151      2      2
          QCD_HT1000to1500_madgraphMLM   400       2    400 501.187233627     11     11
          QCD_HT1000to1500_madgraphMLM   400       2    400  562.34132519     33     33
          QCD_HT1000to1500_madgraphMLM   400       2    400  630.95734448      1      1
          QCD_HT1000to1500_madgraphMLM   400       2    400 707.945784384      0      0
          QCD_HT1000to1500_madgraphMLM   400       2    600 446.683592151      0      0
          QCD_HT1000to1500_madgraphMLM   400       2    600 501.187233627      0      0
